MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:105084	Satb1	special AT-rich sequence binding protein 1	17		CD8-positive, alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD8-positive, alpha-beta T cell|happens in spleen,results in the differentiation of CD8-positive, alpha-beta T cell		IMP	MGI:2386676 	J:98155 	
MGI:105084	Satb1	special AT-rich sequence binding protein 1	17		CD8-positive, alpha-beta T cell differentiation	happens in thymus,results in the differentiation of CD8-positive, alpha-beta T cell		IMP	MGI:2386676 	J:61085 	
MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	3		T cell differentiation involved in immune response			IMP		J:97027 	
MGI:107560	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	3		T-helper 1 cell differentiation			IMP		J:97027 	
MGI:1913066	Sh3rf1	SH3 domain containing ring finger 1	8		regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:261832 	
MGI:98294	Shb	src homology 2 domain-containing transforming protein B	4		positive regulation of T-helper cell differentiation			IMP	MGI:3721903 	J:218575 	
MGI:98297	Shh	sonic hedgehog	5		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			IMP		J:145323 	
MGI:98297	Shh	sonic hedgehog	5		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			ISO	Q15465 	J:164563 	
MGI:98297	Shh	sonic hedgehog	5		negative regulation of alpha-beta T cell differentiation	happens in thymus primordium,regulates the differentiation of double-positive, alpha-beta thymocyte		IMP		J:64180 	
MGI:98297	Shh	sonic hedgehog	5		negative thymic T cell selection			IMP		J:145323 	
MGI:98297	Shh	sonic hedgehog	5		positive regulation of alpha-beta T cell differentiation			IMP		J:88047 	
MGI:98297	Shh	sonic hedgehog	5		positive regulation of immature T cell proliferation in thymus			IMP		J:88047 J:148952 	
MGI:98297	Shh	sonic hedgehog	5		positive regulation of T cell differentiation in thymus			IMP		J:145997 	
MGI:98297	Shh	sonic hedgehog	5		positive thymic T cell selection			IMP		J:145323 	
MGI:98297	Shh	sonic hedgehog	5		T cell differentiation in thymus			IMP		J:148952 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		positive regulation of T cell differentiation	happens in thymus,regulates the differentiation of gamma-delta T cell|happens in thymus,regulates the differentiation of epithelial cell		IDA		J:169303 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		positive regulation of T cell differentiation in thymus			IMP		J:174553 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		positive thymic T cell selection	has the participant gamma-delta T cell|has the participant epithelial cell		IDA		J:169303 	
MGI:3649627	Skint1	selection and upkeep of intraepithelial T cells 1	4		positive thymic T cell selection	has the participant thymus,has the participant epithelial cell|has the participant thymus,has the participant gamma-delta T cell		IMP		J:139711 	
MGI:1353620	Slamf6	SLAM family member 6	1		T-helper 17 cell lineage commitment			ISO	Q96DU3 	J:164563 	
MGI:1353616	Slc46a2	solute carrier family 46, member 2	4		regulation of T cell differentiation			IGI	MGI:97848 	J:140121 	
MGI:1100518	Smad7	SMAD family member 7	18		negative regulation of T-helper 17 cell differentiation	happens in CD4-positive helper T cell		IMP		J:220376 	
MGI:1354910	Socs1	suppressor of cytokine signaling 1	16		negative regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:258710 	
MGI:1354910	Socs1	suppressor of cytokine signaling 1	16		positive regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:258710 	
MGI:1354910	Socs1	suppressor of cytokine signaling 1	16		positive regulation of regulatory T cell differentiation			ISO	O15524 	J:164563 	
MGI:2385459	Socs5	suppressor of cytokine signaling 5	17		negative regulation of T-helper 2 cell differentiation			IDA		J:113957 	
MGI:2385459	Socs5	suppressor of cytokine signaling 5	17		positive regulation of T-helper 1 cell differentiation			IDA		J:113957 	
MGI:98354	Sos1	SOS Ras/Rac guanine nucleotide exchange factor 1	17		regulation of T cell differentiation in thymus			IGI	MGI:98355 	J:206090 	
MGI:98355	Sos2	SOS Ras/Rho guanine nucleotide exchange factor 2	12		regulation of T cell differentiation in thymus			IGI	MGI:98354 	J:206090 	
MGI:98366	Sox4	SRY (sex determining region Y)-box 4	13		T cell differentiation			IMP		J:140312 	
MGI:98361	Sox13	SRY (sex determining region Y)-box 13	1		gamma-delta T cell differentiation			IMP		J:117301 	
MGI:98361	Sox13	SRY (sex determining region Y)-box 13	1		regulation of gamma-delta T cell differentiation			IDA		J:174553 	
MGI:1277166	Sp3	trans-acting transcription factor 3	2		T cell differentiation			IMP	MGI:2182438 	J:84837 	
MGI:98384	Spn	sialophorin	7		negative thymic T cell selection			IMP	MGI:1857246 	J:56164 	
MGI:98384	Spn	sialophorin	7		T-helper 1 cell lineage commitment			ISO	P16150 	J:164563 	
MGI:106658	Srf	serum response factor	17		positive thymic T cell selection			IMP	MGI:2449947 MGI:3046779 	J:169423 	
MGI:103038	Stat3	signal transducer and activator of transcription 3	11		T-helper 17 cell lineage commitment			IMP		J:239159 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		positive regulation of gamma-delta T cell differentiation	regulates the differentiation of gamma-delta T cell		IGI	MGI:103035 	J:92679 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		T cell differentiation in thymus	happens in thymus,results in the differentiation of T cell		IGI	MGI:103035 	J:92679 	
MGI:103035	Stat5b	signal transducer and activator of transcription 5B	11		positive regulation of gamma-delta T cell differentiation	regulates the differentiation of gamma-delta T cell		IGI	MGI:103036 	J:92679 	
MGI:103035	Stat5b	signal transducer and activator of transcription 5B	11		T cell differentiation in thymus	happens in thymus,results in the differentiation of T cell		IGI	MGI:103036 	J:92679 	
MGI:103034	Stat6	signal transducer and activator of transcription 6	10		T-helper 1 cell lineage commitment			IGI	MGI:96556 	J:165738 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		positive thymic T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:2386448 MGI:2387402 	J:172064 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		positive thymic T cell selection	has the participant double-positive, alpha-beta thymocyte		IMP	MGI:2387402 MGI:3054844 	J:172064 	
MGI:99515	Syk	spleen tyrosine kinase	13		beta selection	has the participant T cell		IGI	MGI:99613 	J:42818 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of alpha-beta T cell differentiation			IGI	MGI:99613 	J:42818 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of gamma-delta T cell differentiation	happens in intestine,regulates the differentiation of T cell		IMP	MGI:1857421 	J:36147 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of gamma-delta T cell differentiation	happens in thymus,regulates the differentiation of T cell		IMP	MGI:2384078 	J:29796 	
MGI:1888984	Tbx21	T-box 21	11		negative regulation of T-helper 17 cell differentiation			IDA		J:167439 	
MGI:1888984	Tbx21	T-box 21	11		negative regulation of T-helper 17 cell lineage commitment			IMP		J:167439 	
MGI:1888984	Tbx21	T-box 21	11		regulation of T cell differentiation			IMP		J:175086 	
MGI:1888984	Tbx21	T-box 21	11		T cell differentiation			IMP	MGI:2180194 	J:160369 	
MGI:98510	Tcf3	transcription factor 3	10		T cell differentiation in thymus	results in the differentiation of thymocyte		IMP	MGI:2178112 	J:144049 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		alpha-beta T cell differentiation	happens in thymus		IGI	MGI:96770 	J:110481 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		T cell receptor V(D)J recombination			IGI	MGI:96770 	J:110481 	
MGI:1350931	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	19		T cell differentiation			IMP	MGI:3054898 	J:92730 	
MGI:98553	Tcra	T cell receptor alpha chain	14		T cell lineage commitment	happens in thymus,happens in T cell		IMP	MGI:1857255 	J:66168 	
MGI:99743	Tcra-V3.1	T cell receptor alpha, variable 3.1	14		T cell selection			IMP		J:127083 	
MGI:892967	Tcrbe	T cell receptor beta chain enhancer	6		regulation of T cell differentiation	regulates the differentiation of T cell		IMP	MGI:3590151 	J:34311 	
MGI:1914846	Tespa1	thymocyte expressed, positive selection associated 1	10		positive regulation of T cell differentiation in thymus			IMP		J:186446 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			TAS		J:136164 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		positive regulation of regulatory T cell differentiation	happens in induced T-regulatory cell		IMP		J:224716 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			TAS		J:136164 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulation of regulatory T cell differentiation			IGI	MGI:88327 	J:170513 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulatory T cell differentiation			IDA		J:89682 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		regulatory T cell differentiation	happens in thymus,results in the differentiation of T cell		IMP	MGI:3576270 MGI:3719583 	J:123547 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		T cell differentiation	happens in lymph node		IMP	MGI:3719583 	J:123547 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		T-helper 17 cell lineage commitment			TAS		J:136164 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9		positive regulation of NK T cell differentiation			IMP	MGI:2183502 MGI:2386448 	J:113553 	
MGI:2443552	Themis	thymocyte selection associated	10		negative T cell selection			IMP		J:151074 J:151075 	
MGI:2443552	Themis	thymocyte selection associated	10		positive T cell selection			IMP		J:151074 J:151075 J:151076 J:153235 	
MGI:1923457	Tmem98	transmembrane protein 98	11		T-helper 1 cell differentiation			IDA		J:273519 	
MGI:2443399	Tmem131l	transmembrane 131 like	3		negative regulation of immature T cell proliferation in thymus			ISO	A2VDJ0 	J:164563 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		negative regulation of regulatory T cell differentiation			IMP		J:138954 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		negative regulation of T-helper 1 cell differentiation			IDA		J:169814 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of CD4-positive, alpha-beta T cell differentiation			IDA		J:162543 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of memory T cell differentiation			IDA		J:138954 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of T-helper 2 cell differentiation			IDA		J:169884 	
MGI:88328	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8	4		CD8-positive, alpha-beta T cell differentiation			IBA	PTN000426273 	J:265628 	
MGI:88328	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8	4		CD8-positive, alpha-beta T cell differentiation			IMP	MGI:3054968 	J:118947 	
MGI:1101058	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	17		positive regulation of cytotoxic T cell differentiation			IBA	PTN000389106 	J:265628 	
MGI:1101058	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	17		positive regulation of cytotoxic T cell differentiation			ISO	RGD:727974 	J:155856 	
MGI:2673064	Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18	1		negative regulation of T-helper 17 cell lineage commitment	happens in mesenteric lymph node,happens at the same time as inflammatory response		IMP		J:206613 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD4-positive, alpha-beta T cell lineage commitment			IMP		J:131287 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment			IMP		J:131287 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		CD8-positive, alpha-beta T cell lineage commitment			IMP		J:74993 J:91035 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		NK T cell lineage commitment			IMP		J:131287 	
MGI:2181659	Tox	thymocyte selection-associated high mobility group box	4		regulation of positive thymic T cell selection			IMP		J:131287 	
MGI:4440521	Traj18	T cell receptor alpha joining 18	14		NK T cell differentiation			IMP		J:225861 	
MGI:98834	Trp53	transformation related protein 53	11		T cell differentiation in thymus			IGI	MGI:98159 	J:103921 	
MGI:98834	Trp53	transformation related protein 53	11		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1857590 	J:31364 	
MGI:1929183	Tsc1	TSC complex subunit 1	2		memory T cell differentiation			IMP	MGI:2656240 	J:216437 	
MGI:102960	Txk	TXK tyrosine kinase	5		NK T cell differentiation	happens in thymus		IGI	MGI:96621 	J:131540 	
MGI:98923	Vav1	vav 1 oncogene	17		T cell differentiation			IGI	MGI:3040696 	J:168922 	
MGI:98923	Vav1	vav 1 oncogene	17		T cell differentiation			TAS		J:79550 	
MGI:108395	Vnn1	vanin 1	10		positive regulation of T cell differentiation in thymus			IDA		J:37066 	
MGI:1921298	Vsir	V-set immunoregulatory receptor	10		positive regulation of regulatory T cell differentiation			ISO	Q9H7M9 	J:164563 	
MGI:98953	Wnt1	wingless-type MMTV integration site family, member 1	15		T cell differentiation in thymus			IDA		J:67003 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		immature T cell proliferation in thymus	happens in thymus		IMP	MGI:1857453 	J:137842 	
MGI:98957	Wnt4	wingless-type MMTV integration site family, member 4	4		T cell differentiation in thymus			IDA		J:67003 	
MGI:1861728	Wwp1	WW domain containing E3 ubiquitin protein ligase 1	4		T cell differentiation			TAS		J:114067 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of T cell differentiation			ISO	P17861 	J:164563 	
MGI:1333799	Xrcc4	X-ray repair complementing defective repair in Chinese hamster cells 4	13		T cell differentiation in thymus	results in the differentiation of DN2 thymocyte		IMP	MGI:1926771 	J:65218 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		beta selection	has the participant T cell		IGI	MGI:99515 	J:42818 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		negative thymic T cell selection	has the participant thymus,has the participant T cell		IMP	MGI:2677447 	J:27768 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of alpha-beta T cell differentiation	regulates the differentiation of T cell		IGI	MGI:99515 	J:42818 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of alpha-beta T cell differentiation	regulates the differentiation of T cell		IMP	MGI:3526403 	J:41170 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of alpha-beta T cell differentiation	happens in thymus,regulates the differentiation of T cell|happens in spleen,regulates the differentiation of T cell		IMP	MGI:2677447 	J:27768 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of T cell differentiation	regulates the differentiation of T cell		IMP	MGI:2677447 MGI:3526403 	J:41170 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive regulation of T cell differentiation			ISO	P43403 	J:73065 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive thymic T cell selection	has the participant thymus,has the participant T cell|has the participant spleen,has the participant T cell		IMP	MGI:2677447 	J:27768 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		positive thymic T cell selection			ISO	P43403 	J:73065 	
MGI:99613	Zap70	zeta-chain (TCR) associated protein kinase	1		thymic T cell selection	has the participant T cell		IMP	MGI:2677447 MGI:3526403 	J:41170 	
MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	12		positive regulation of pro-T cell differentiation			IMP		J:189773 	
MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	12		positive regulation of T cell differentiation			IMP		J:178820 	
MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	12		T cell differentiation in thymus			IMP	MGI:5300200 	J:178820 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		negative regulation of CD8-positive, alpha-beta T cell differentiation			IMP		J:189792 J:258710 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		negative regulation of T-helper 17 cell differentiation			IMP	MGI:3530739 	J:190936 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		NK T cell differentiation			IMP		J:190672 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		positive regulation of CD4-positive, alpha-beta T cell differentiation			IMP		J:258710 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		regulation of CD4-positive, alpha-beta T cell differentiation	regulates the differentiation of CD4-positive helper T cell		IMP	MGI:3817628 	J:141145 	
MGI:102755	Zbtb7b	zinc finger and BTB domain containing 7B	3		regulation of CD8-positive, alpha-beta T cell differentiation	regulates the differentiation of CD8-positive, alpha-beta T cell		IMP	MGI:3817628 	J:141145 	
MGI:103222	Zbtb16	zinc finger and BTB domain containing 16	9		positive regulation of NK T cell differentiation			IMP		J:139299 	
MGI:1930128	Zc3h8	zinc finger CCCH type containing 8	2		negative regulation of T cell differentiation in thymus			ISO	Q8N5P1 	J:164563 	
MGI:2385891	Zc3h12a	zinc finger CCCH type containing 12A	4		negative regulation of T-helper 17 cell differentiation			IMP		J:259145 	
MGI:1344313	Zeb1	zinc finger E-box binding homeobox 1	18		regulation of T cell differentiation in thymus	happens in thymus,regulates the differentiation of T cell		IMP	MGI:1857799 	J:45575 	
MGI:1344313	Zeb1	zinc finger E-box binding homeobox 1	18		regulation of T cell differentiation in thymus	happens in thymus,regulates the differentiation of T cell		IMP	MGI:1857515 	J:39865 	
MGI:99179	Zfp35	zinc finger protein 35	18		negative regulation of T-helper 2 cell differentiation			IMP	MGI:4398896 	J:153828 	
MGI:107946	Zfp36l1	zinc finger protein 36, C3H type-like 1	12		T cell differentiation in thymus			IGI	P23949 	J:162388 	
MGI:107946	Zfp36l1	zinc finger protein 36, C3H type-like 1	12		T cell differentiation in thymus			IMP		J:162388 	
MGI:107945	Zfp36l2	zinc finger protein 36, C3H type-like 2	17		T cell differentiation in thymus			IGI	P23950 	J:162388 	
MGI:107945	Zfp36l2	zinc finger protein 36, C3H type-like 2	17		T cell differentiation in thymus			IMP		J:162388 	
MGI:2442338	Zfp608	zinc finger protein 608	18		negative regulation of T cell differentiation in thymus			TAS		J:243389 	
MGI:2674092	Zfp609	zinc finger protein 609	9		positive regulation of T cell differentiation in thymus			TAS		J:243389 	
MGI:3650254	Zfp683	zinc finger protein 683	4		regulation of extrathymic T cell differentiation			IMP		J:232474 	
MGI:3650254	Zfp683	zinc finger protein 683	4		regulation of NK T cell differentiation			IMP		J:232474 	
MGI:3040693	Zmiz1	zinc finger, MIZ-type containing 1	14		positive regulation of T cell differentiation			IMP		J:234445 	

