MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:97249	Myb	myeloblastosis oncogene	10		B cell differentiation			IMP	MGI:3047076 	J:127324 	
MGI:1917066	Mzb1	marginal zone B and B1 cell-specific protein 1	18		regulation of B cell proliferation			IBA	PTN001040490 	J:265628 	
MGI:1917066	Mzb1	marginal zone B and B1 cell-specific protein 1	18		regulation of B cell proliferation			IMP		J:167004 	
MGI:1351625	Nbn	nibrin	4		isotype switching			IDA		J:96104 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of B cell differentiation			IMP		J:141377 	
MGI:1926063	Nckap1l	NCK associated protein 1 like	15		positive regulation of B cell proliferation			ISO	P55160 	J:164563 	
MGI:1929601	Ndfip1	Nedd4 family interacting protein 1	18		negative regulation of isotype switching to IgE isotypes			IMP	MGI:3695433 	J:116617 	
MGI:1929601	Ndfip1	Nedd4 family interacting protein 1	18		regulation of isotype switching to IgG isotypes			IMP	MGI:3695433 	J:116617 	
MGI:1921289	Nfam1	Nfat activating molecule with ITAM motif 1	15		B cell differentiation			IMP		J:90684 	
MGI:1921289	Nfam1	Nfat activating molecule with ITAM motif 1	15		regulation of B cell differentiation	regulates the differentiation of B cell		IDA		J:90684 	
MGI:102469	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	18		B-1a B cell differentiation			IMP	MGI:2181762 	J:86543 	
MGI:102463	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	2		positive regulation of B cell proliferation			ISO	Q13469 	J:164563 	
MGI:1922820	Nhej1	non-homologous end joining factor 1	1		B cell differentiation			ISO	Q9H9Q4 	J:164563 	
MGI:1922820	Nhej1	non-homologous end joining factor 1	1		B cell differentiation			ISS	Q9H9Q4 	J:116419 	
MGI:97348	Nkx2-3	NK2 homeobox 3	19		B cell differentiation			IMP	MGI:2448069 	J:82729 	
MGI:97348	Nkx2-3	NK2 homeobox 3	19		plasma cell differentiation			IMP	MGI:2448069 	J:64018 	
MGI:2429397	Nod2	nucleotide-binding oligomerization domain containing 2	8		positive regulation of B cell activation			ISO	Q9HC29 	J:164563 	
MGI:97364	Notch2	notch 2	3		marginal zone B cell differentiation			IMP		J:146621 	
MGI:1276574	Nsd2	nuclear receptor binding SET domain protein 2	5		positive regulation of isotype switching to IgA isotypes			IMP		J:191725 	
MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	3		B cell differentiation	results in the differentiation of B cell		IMP	MGI:3505767 	J:93578 	
MGI:1196423	Onecut1	one cut domain, family member 1	9		B cell differentiation	happens in liver		IMP	MGI:2179340 	J:120667 	
MGI:1914528	Pagr1a	PAXIP1 associated glutamate rich protein 1A	7		positive regulation of isotype switching to IgG isotypes			IMP		J:229465 	
MGI:1891258	Parp3	poly (ADP-ribose) polymerase family, member 3	9		negative regulation of isotype switching			IMP		J:274078 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		negative regulation of B cell proliferation			IMP	MGI:2678021 	J:85495 	
MGI:1890430	Paxip1	PAX interacting (with transcription-activation domain) protein 1	5		positive regulation of isotype switching			IMP		J:163258 	
MGI:1890430	Paxip1	PAX interacting (with transcription-activation domain) protein 1	5		positive regulation of isotype switching to IgG isotypes			IMP		J:229465 	
MGI:2443003	Pcid2	PCI domain containing 2	8		positive regulation of B cell differentiation			IMP		J:166080 	
MGI:1914495	Peli1	pellino 1	11		positive regulation of B cell activation			IMP	MGI:4361448 	J:152781 	
MGI:1914495	Peli1	pellino 1	11		positive regulation of B cell proliferation			IMP	MGI:4361448 	J:152781 	
MGI:1914449	Pfdn1	prefoldin 1	18		B cell activation	has the participant B cell		IMP	MGI:3800373 	J:137415 	
MGI:1098211	Pik3cd	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	4		B cell activation			IMP	MGI:2388047 	J:79133 	
MGI:97583	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	13		B cell differentiation			IMP	MGI:2149414 	J:52576 	
MGI:108022	Pkn1	protein kinase N1	8		negative regulation of B cell proliferation			IMP	MGI:5475202 	J:193187 	
MGI:97616	Plcg2	phospholipase C, gamma 2	8		B cell differentiation			IMP		J:63744 	
MGI:97616	Plcg2	phospholipase C, gamma 2	8		follicular B cell differentiation	results in the differentiation of follicular B cell		IMP	MGI:2386100 	J:86373 	
MGI:1352756	Plcl2	phospholipase C-like 2	17		B cell proliferation involved in immune response			IMP	MGI:2679632 	J:85960 	
MGI:1352756	Plcl2	phospholipase C-like 2	17		B-1a B cell differentiation			IMP	MGI:2679632 	J:85960 	
MGI:104288	Pms2	PMS1 homolog2, mismatch repair system component	5		positive regulation of isotype switching to IgA isotypes	happens in spleen,happens in B cell		IGI	Q9JK91 	J:56764 	
MGI:104288	Pms2	PMS1 homolog2, mismatch repair system component	5		positive regulation of isotype switching to IgA isotypes	happens in spleen,happens in B cell		IMP		J:56764 	
MGI:104288	Pms2	PMS1 homolog2, mismatch repair system component	5		positive regulation of isotype switching to IgG isotypes	happens in spleen,happens in B cell		IGI	Q9JK91 	J:56764 	
MGI:104288	Pms2	PMS1 homolog2, mismatch repair system component	5		positive regulation of isotype switching to IgG isotypes	happens in spleen,happens in B cell		IMP		J:56764 	
MGI:97365	Pnp	purine-nucleoside phosphorylase	14		positive regulation of B cell differentiation	regulates the differentiation of B cell		IMP	MGI:2386195 	J:62870 	
MGI:1860191	Polm	polymerase (DNA directed), mu	11		B cell differentiation			IMP	MGI:2179233 	J:97782 	
MGI:97588	Pou1f1	POU domain, class 1, transcription factor 1	16		B cell differentiation	happens in bone marrow,results in the differentiation of B cell		IMP	MGI:1856024 	J:110683 	
MGI:101897	Pou2f2	POU domain, class 2, transcription factor 2	7		mature B cell differentiation	happens in spleen,results in the differentiation of mature B cell		IMP	MGI:3028896 	J:4555 	
MGI:1930009	Ppp2r3c	protein phosphatase 2, regulatory subunit B'', gamma	12		positive regulation of B cell differentiation			IBA	PTN000949378 	J:265628 	
MGI:1930009	Ppp2r3c	protein phosphatase 2, regulatory subunit B'', gamma	12		positive regulation of B cell differentiation			IMP	MGI:3759678 	J:100706 	
MGI:1930009	Ppp2r3c	protein phosphatase 2, regulatory subunit B'', gamma	12		regulation of B cell activation			IMP	MGI:3759678 	J:100706 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		negative regulation of B cell proliferation		PR:Q60636-1	IDA		J:143410 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		negative regulation of B cell proliferation		PR:Q60636-2	IDA		J:143410 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		positive regulation of B cell differentiation		PR:Q60636-1	IDA		J:143410 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10	NOT	positive regulation of B cell differentiation		PR:Q60636-2	IDA		J:143410 	
MGI:97596	Prkcb	protein kinase C, beta	7		B cell activation			IMP		J:109151 	
MGI:97598	Prkcd	protein kinase C, delta	14		B cell proliferation			IMP	MGI:2179710 	J:76135 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		B cell lineage commitment	happens in thymus,results in a cell's commitment to B cell|happens in bone marrow,results in a cell's commitment to B cell|happens in spleen,results in a cell's commitment to B cell		IMP	MGI:1857113 	J:31364 	
MGI:104908	Ptk2b	PTK2 protein tyrosine kinase 2 beta	14		marginal zone B cell differentiation			IMP		J:63286 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		B cell differentiation			IMP		J:42595 	
MGI:96055	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	6		regulation of B cell differentiation	regulates the differentiation of B cell		IMP	MGI:1856074 	J:42368 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		B cell differentiation	is upstream of B cell receptor signaling pathway		IMP		J:131736 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		B cell differentiation	happens in small intestine		IMP		J:94797 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		B cell differentiation			IMP	MGI:1857277 	J:33466 J:84808 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		B cell differentiation	results in the differentiation of B cell		IMP	MGI:2181288 	J:42368 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		B cell proliferation			IMP		J:13163 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of B cell proliferation	regulates the proliferation of B cell		IMP	MGI:1857277 	J:33466 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of B cell proliferation			IMP	MGI:2181288 	J:37640 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of B cell proliferation	regulates the proliferation of B cell		IMP	MGI:2181288 	J:30239 J:42368 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of B cell proliferation			ISO	P08575 	J:164563 	
MGI:97810	Ptprc	protein tyrosine phosphatase, receptor type, C	1		positive regulation of isotype switching to IgG isotypes			IMP	MGI:2181288 	J:37640 	
MGI:104574	Ptprj	protein tyrosine phosphatase, receptor type, J	2		B cell differentiation	is upstream of B cell receptor signaling pathway		IMP		J:131736 	
MGI:97848	Rag1	recombination activating 1	2		B cell differentiation			IDA		J:76135 	
MGI:97848	Rag1	recombination activating 1	2		B cell differentiation			IMP		J:1934 	
MGI:97848	Rag1	recombination activating 1	2		pre-B cell allelic exclusion			IBA	PTN002610391 	J:265628 	
MGI:97848	Rag1	recombination activating 1	2		pre-B cell allelic exclusion			IMP		J:149451 	
MGI:97849	Rag2	recombination activating gene 2	2		B cell differentiation			IMP		J:1934 J:1935 	
MGI:97849	Rag2	recombination activating gene 2	2		B cell differentiation			IMP	MGI:1858556 	J:121045 	
MGI:97849	Rag2	recombination activating gene 2	2		B cell differentiation	results in the differentiation of B cell		IMP	MGI:1858556 	J:76489 	
MGI:97849	Rag2	recombination activating gene 2	2		B cell homeostatic proliferation	happens in bone marrow|happens in spleen		IMP	MGI:1858556 	J:79297 	
MGI:97849	Rag2	recombination activating gene 2	2		B cell lineage commitment	happens in thymus,results in a cell's commitment to B cell|happens in bone marrow,results in a cell's commitment to B cell|happens in spleen,results in a cell's commitment to B cell		IMP	MGI:1858556 	J:31364 	
MGI:97849	Rag2	recombination activating gene 2	2		pre-B cell allelic exclusion			IMP		J:149451 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		B cell differentiation			IMP	MGI:3583755 	J:76240 	
MGI:2685397	Rc3h1	RING CCCH (C3H) domains 1	1		negative regulation of B cell proliferation			IMP		J:175161 	
MGI:1098622	Rif1	replication timing regulatory factor 1	2		positive regulation of isotype switching			IMP		J:193246 J:195061 J:197099 	
MGI:1929069	Rnf8	ring finger protein 8	17		isotype switching			IMP		J:156522 	
MGI:1917488	Rnf168	ring finger protein 168	16		isotype switching			IMP		J:156522 	
MGI:1914992	Samsn1	SAM domain, SH3 domain and nuclear localization signals, 1	16		negative regulation of B cell activation			IBA	PTN000266500 	J:265628 	
MGI:1914992	Samsn1	SAM domain, SH3 domain and nuclear localization signals, 1	16		negative regulation of B cell activation			IMP		J:158032 	
MGI:1921381	Sash3	SAM and SH3 domain containing 3	X		positive regulation of B cell proliferation			IBA	PTN000266475 	J:265628 	
MGI:1921381	Sash3	SAM and SH3 domain containing 3	X		positive regulation of B cell proliferation	regulates the proliferation of T cell		IMP	MGI:3716944 	J:102171 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		negative regulation of B cell differentiation			IMP		J:140742 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		negative regulation of B cell differentiation			ISO	Q8N474 	J:164563 	
MGI:1889583	Sh3kbp1	SH3-domain kinase binding protein 1	X		positive regulation of B cell activation			ISO	Q96B97 	J:164563 	
MGI:98294	Shb	src homology 2 domain-containing transforming protein B	4		B cell proliferation			IDA		J:74310 	
MGI:1920997	Shld1	shieldin complex subunit 1	2		positive regulation of isotype switching			ISO	Q8IYI0 	J:164563 	
MGI:1922948	Shld2	shieldin complex subunit 2	14		positive regulation of isotype switching			ISO	Q86V20 	J:164563 	
MGI:2443630	Siglecg	sialic acid binding Ig-like lectin G	7		regulation of B cell proliferation	happens in B-1 B cell,regulates a function/process that happens in B-1 B cell,happens in bone marrow|happens in B-1 B cell,regulates a function/process that happens in B-1 B cell,happens in spleen|happens in follicular B cell,regulates a function/process that happens in follicular B cell,happens in spleen|happens in marginal zone B cell,regulates a function/process that happens in marginal zone B cell,happens in spleen|happens in B-2 B cell,regulates a function/process that happens in B-2 B cell,happens in spleen|happens in B-1a B cell,regulates a function/process that happens in B-1a B cell,happens in peritoneal cavity		IGI	P35329 	J:160078 	
MGI:2443630	Siglecg	sialic acid binding Ig-like lectin G	7		regulation of B cell proliferation	happens in B-1 B cell,regulates a function/process that happens in B-1 B cell,happens in spleen|happens in B-1a B cell,regulates a function/process that happens in B-1a B cell,happens in peritoneal cavity		IMP		J:160078 	
MGI:1889206	Skap2	src family associated phosphoprotein 2	6		B cell activation			IEA	KW-0075 	J:60000 	
MGI:1921998	Slamf8	SLAM family member 8	1		B-1 B cell lineage commitment			IDA		J:266143 	
MGI:1921998	Slamf8	SLAM family member 8	1		regulation of B cell differentiation			IDA		J:266143 	
MGI:1914515	Slc39a10	solute carrier family 39 (zinc transporter), member 10	1		positive regulation of B cell proliferation			IMP	MGI:5642299 	J:213932 	
MGI:1277166	Sp3	trans-acting transcription factor 3	2		B cell differentiation			IMP	MGI:2182438 	J:84837 	
MGI:103036	Stat5a	signal transducer and activator of transcription 5A	11		positive regulation of B cell differentiation	regulates the differentiation of B cell		IGI	MGI:103035 	J:64603 	
MGI:103035	Stat5b	signal transducer and activator of transcription 5B	11		positive regulation of B cell differentiation	regulates the differentiation of B cell		IGI	MGI:103036 	J:64603 	
MGI:103034	Stat6	signal transducer and activator of transcription 6	10		positive regulation of isotype switching to IgE isotypes	regulates a function/process that happens in B cell		IGI	MGI:107187 	J:57856 	
MGI:107726	Supt6	SPT6, histone chaperone and transcription elongation factor	11		regulation of isotype switching			IMP		J:172192 	
MGI:1298390	Swap70	SWA-70 protein	7		isotype switching			IDA		J:48490 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of B cell differentiation			IBA	PTN000700479 	J:265628 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of B cell differentiation	happens in bone marrow,regulates the differentiation of B cell|happens in spleen,regulates the differentiation of B cell|happens in peritoneal cavity,regulates the differentiation of B cell		IMP	MGI:1857421 	J:29797 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of B cell differentiation	happens in liver,regulates the differentiation of B cell		IMP	MGI:2384078 	J:29796 	
MGI:99515	Syk	spleen tyrosine kinase	13		positive regulation of B cell differentiation			ISO	P43405 	J:164563 	
MGI:1922072	Tbc1d10c	TBC1 domain family, member 10c	19		negative regulation of B cell activation	happens in B cell,regulates a function/process that happens in B cell		IGI	MGI:1932389 	J:211913 	
MGI:1922072	Tbc1d10c	TBC1 domain family, member 10c	19		negative regulation of B cell activation			IMP	MGI:5578034 	J:211913 	
MGI:1888984	Tbx21	T-box 21	11		positive regulation of isotype switching to IgG isotypes			IMP	MGI:2180194 	J:84929 	
MGI:98510	Tcf3	transcription factor 3	10		B cell lineage commitment			ISO	P15923 	J:164563 	
MGI:98510	Tcf3	transcription factor 3	10		positive regulation of B cell proliferation			ISO	P15923 	J:164563 	
MGI:1350931	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	19		B cell differentiation			IMP	MGI:1856973 	J:93047 J:111910 	
MGI:1350931	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	19		B cell differentiation			IMP	MGI:3054898 	J:92730 	
MGI:98822	Tfrc	transferrin receptor	16		positive regulation of B cell proliferation			IDA		J:231935 	
MGI:98822	Tfrc	transferrin receptor	16		positive regulation of B cell proliferation			ISO	P02786 	J:164563 	
MGI:98822	Tfrc	transferrin receptor	16		positive regulation of isotype switching			ISO	P02786 	J:164563 	
MGI:98725	Tgfb1	transforming growth factor, beta 1	7		positive regulation of isotype switching to IgA isotypes			ISO	P01137 	J:88910 	
MGI:1919668	Thoc1	THO complex 1	18		negative regulation of isotype switching to IgA isotypes			IMP		J:202582 	
MGI:2147032	Ticam1	toll-like receptor adaptor molecule 1	17		positive regulation of B cell activation	regulates a function/process that happens in B cell		IMP	MGI:3029019 	J:84679 	
MGI:2147032	Ticam1	toll-like receptor adaptor molecule 1	17		positive regulation of B cell proliferation	regulates the proliferation of B cell		IMP	MGI:3029019 	J:84679 	
MGI:2152213	Tirap	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein	9		positive regulation of B cell proliferation			IMP		J:96773 	
MGI:96824	Tlr4	toll-like receptor 4	4		B cell proliferation involved in immune response	affects a population of B cell		IMP		J:63145 	
MGI:96824	Tlr4	toll-like receptor 4	4		positive regulation of B cell proliferation	regulates the proliferation of B cell		IMP	MGI:1860885 	J:76115 	
MGI:1932389	Tlr9	toll-like receptor 9	9		positive regulation of B cell activation			ISO	Q9NR96 	J:164563 	
MGI:1932389	Tlr9	toll-like receptor 9	9		positive regulation of B cell proliferation			ISO	Q9NR96 	J:164563 	
MGI:1932389	Tlr9	toll-like receptor 9	9		regulation of B cell activation			IGI	MGI:5578034 	J:211913 	
MGI:1932389	Tlr9	toll-like receptor 9	9		regulation of B cell differentiation			ISO	Q9NR96 	J:164563 	
MGI:1196377	Tnfaip3	tumor necrosis factor, alpha-induced protein 3	10		marginal zone B cell differentiation			NAS		J:170265 	
MGI:1196377	Tnfaip3	tumor necrosis factor, alpha-induced protein 3	10		negative regulation of B cell activation			IDA		J:170265 	
MGI:104512	Tnfrsf4	tumor necrosis factor receptor superfamily, member 4	4		positive regulation of B cell proliferation			IMP		J:26926 	
MGI:1889411	Tnfrsf13b	tumor necrosis factor receptor superfamily, member 13b	11		negative regulation of B cell proliferation			IBA	PTN001436071 	J:265628 	
MGI:1889411	Tnfrsf13b	tumor necrosis factor receptor superfamily, member 13b	11		negative regulation of B cell proliferation			IMP	MGI:3052983 	J:91914 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		B cell costimulation			IBA	PTN001073134 	J:265628 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		B cell costimulation	has the participant B cell		IDA		J:91914 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		positive regulation of B cell proliferation			IBA	PTN001073134 	J:265628 	
MGI:1919299	Tnfrsf13c	tumor necrosis factor receptor superfamily, member 13c	15		positive regulation of B cell proliferation	regulates the proliferation of B cell		IDA		J:91914 	
MGI:2151075	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21	17		negative regulation of B cell proliferation			IBA	PTN002930692 	J:265628 	
MGI:2151075	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21	17		negative regulation of B cell proliferation			IMP		J:109341 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of B cell activation			IDA		J:169814 	
MGI:104511	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	1		positive regulation of interleukin-4-dependent isotype switching to IgE isotypes			IMP		J:127284 	
MGI:1916833	Tnfsf13	tumor necrosis factor (ligand) superfamily, member 13	11		positive regulation of isotype switching to IgA isotypes			IMP	MGI:3038886 	J:88910 	
MGI:1916833	Tnfsf13	tumor necrosis factor (ligand) superfamily, member 13	11		positive regulation of isotype switching to IgA isotypes			ISO	O75888 	J:88910 	
MGI:1344376	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b	8		B cell costimulation	has the participant B cell		IDA		J:91914 	
MGI:1344376	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b	8		positive regulation of B cell proliferation	regulates the proliferation of B cell		IDA		J:91914 	
MGI:1344376	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b	8		positive regulation of B cell proliferation			ISO	Q9Y275 	J:164563 	
MGI:2386643	Tnip2	TNFAIP3 interacting protein 2	5		positive regulation of B cell activation			IMP		J:112395 	
MGI:4439726	Trbc1	T cell receptor beta, constant region 1	6		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4835227	Trbc2	T cell receptor beta, constant 2	6		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:98612	Trdc	T cell receptor delta, constant region	14		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:4887419	Trdv4	T cell receptor delta variable 4	14		positive regulation of B cell activation			IBA	PTN001510949 	J:265628 	
MGI:98834	Trp53	transformation related protein 53	11		B cell lineage commitment	happens in thymus,results in a cell's commitment to B cell|happens in bone marrow,results in a cell's commitment to B cell|happens in spleen,results in a cell's commitment to B cell		IMP	MGI:1857590 	J:31364 	
MGI:1351320	Trp53bp1	transformation related protein 53 binding protein 1	2		positive regulation of isotype switching			IMP		J:89802 J:91130 	
MGI:1351320	Trp53bp1	transformation related protein 53 binding protein 1	2		positive regulation of isotype switching			ISO	Q12888 	J:164563 	
MGI:98849	Tshr	thyroid stimulating hormone receptor	12		B cell differentiation	happens in bone marrow,results in the differentiation of B cell		IMP	MGI:1856914 	J:110683 	
MGI:105968	Txlna	taxilin alpha	4		B cell activation			IDA		J:62630 	
MGI:1277211	Tyrobp	TYRO protein tyrosine kinase binding protein	7		negative regulation of B cell proliferation			IMP		J:177613 	
MGI:1277211	Tyrobp	TYRO protein tyrosine kinase binding protein	7		negative regulation of B cell proliferation			ISO	O43914 	J:164563 	
MGI:109352	Ung	uracil DNA glycosylase	5		isotype switching			IGI	MGI:1343961 	J:125031 	
MGI:1888518	Vav3	vav 3 oncogene	3		positive regulation of B cell proliferation			ISO	Q9UKW4 	J:164563 	
MGI:98936	Vpreb1	pre-B lymphocyte gene 1	16		B cell proliferation			IGI	MGI:96562 MGI:98937 	J:99189 	
MGI:98936	Vpreb1	pre-B lymphocyte gene 1	16		B cell proliferation			IMP	MGI:1859923 	J:99189 	
MGI:98937	Vpreb2	pre-B lymphocyte gene 2	16		B cell proliferation	happens in spleen,affects a population of B cell		IGI	MGI:96562 MGI:98936 	J:99189 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		positive regulation of B cell proliferation	regulates the proliferation of pro-B cell		IDA		J:63678 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of B cell differentiation			ISO	P17861 	J:164563 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of plasma cell differentiation			ISO	P17861 	J:164563 	
MGI:1333799	Xrcc4	X-ray repair complementing defective repair in Chinese hamster cells 4	13		isotype switching	happens in mature B cell		IMP	MGI:1926771 MGI:3047571 MGI:3641440 	J:126758 	
MGI:2442326	Zbtb1	zinc finger and BTB domain containing 1	12		B cell differentiation	happens in spleen,results in the differentiation of B cell		IMP	MGI:5300200 	J:178820 	
MGI:1335091	Zbtb7a	zinc finger and BTB domain containing 7a	10		B cell differentiation			IMP		J:121576 	
MGI:107946	Zfp36l1	zinc finger protein 36, C3H type-like 1	12		regulation of B cell differentiation			IMP		J:232475 	
MGI:107945	Zfp36l2	zinc finger protein 36, C3H type-like 2	17		regulation of B cell differentiation			IMP		J:232475 	

